"","issn","tilte","code","area"
"443","0306-9400","Law Teacher","3308","Law"
"444","0969-5958","International Journal of the Legal Profession","1408","Strategy and Management"
"445","0969-5958","International Journal of the Legal Profession","3308","Law"
"446","1740-4681","Journal of Moral Philosophy","1211","Philosophy"
"447","2213-2813",NA,NA,NA
"448","0069-0058","The Canadian yearbook of international law. Annuaire canadien de droit international","3320","Political Science and International Relations"
"449","0069-0058","The Canadian yearbook of international law. Annuaire canadien de droit international","3308","Law"
"450","1205-8629","Critical Criminology","3312","Sociology and Political Science"
"451","1205-8629","Critical Criminology","3308","Law"
"452","1351-0347","Democratization","3305","Geography, Planning and Development"
"453","1351-0347","Democratization","3320","Political Science and International Relations"
"454","1365-7127","International Journal of Evidence and Proof","3312","Sociology and Political Science"
"455","1365-7127","International Journal of Evidence and Proof","2308","Management, Monitoring, Policy and Law"
"456","1365-7127","International Journal of Evidence and Proof","3308","Law"
"457","1440-9917","Critical Horizons","1211","Philosophy"
"458","1440-9917","Critical Horizons","3312","Sociology and Political Science"
"459","1479-2443","Modern Intellectual History","3316","Cultural Studies"
"460","1479-2443","Modern Intellectual History","1202","History"
"461","1479-2443","Modern Intellectual History","1211","Philosophy"
"462","1479-2443","Modern Intellectual History","3312","Sociology and Political Science"
"463","1740-1453","Journal of Empirical Legal Studies","3304","Education"
"464","1740-1453","Journal of Empirical Legal Studies","3308","Law"
"465","0022-1031","Journal of Experimental Social Psychology","3207","Social Psychology"
"466","0022-1031","Journal of Experimental Social Psychology","3312","Sociology and Political Science"
"467","0364-0213","Cognitive Science","3205","Experimental and Cognitive Psychology"
"468","0364-0213","Cognitive Science","2805","Cognitive Neuroscience"
"469","0364-0213","Cognitive Science","1702","Artificial Intelligence"
"470","1076-8971","Psychology, Public Policy, and Law","3207","Social Psychology"
"471","1076-8971","Psychology, Public Policy, and Law","3312","Sociology and Political Science"
"472","1076-8971","Psychology, Public Policy, and Law","3308","Law"
"473","1384-5748","International Politics","3305","Geography, Planning and Development"
"474","1384-5748","International Politics","3320","Political Science and International Relations"
"475","2352-1902",NA,NA,NA
"476","0040-6325","Thomist","1212","Religious Studies"
"477","0040-6325","Thomist","1211","Philosophy"
"478","0363-6550","Midwest Studies in Philosophy","1211","Philosophy"
"479","0309-8249","Journal of Philosophy of Education","3304","Education"
"480","0309-8249","Journal of Philosophy of Education","1202","History"
"481","0309-8249","Journal of Philosophy of Education","1211","Philosophy"
"482","0955-792X","Journal of Logic and Computation","2614","Theoretical Computer Science"
"483","0955-792X","Journal of Logic and Computation","1712","Software"
"484","0955-792X","Journal of Logic and Computation","1201","Arts and Humanities (miscellaneous)"
"485","0955-792X","Journal of Logic and Computation","1708","Hardware and Architecture"
"486","0955-792X","Journal of Logic and Computation","2609","Logic"
"487","0956-2737","HEC Forum","3306","Health (social science)"
"488","0956-2737","HEC Forum","2910","Issues, Ethics and Legal Aspects"
"489","0956-2737","HEC Forum","2719","Health Policy"
"490","1045-2354","Critical Perspectives on Accounting","1402","Accounting"
"491","1045-2354","Critical Perspectives on Accounting","3312","Sociology and Political Science"
"492","1045-2354","Critical Perspectives on Accounting","2003","Finance"
"493","1045-2354","Critical Perspectives on Accounting","1802","Information Systems and Management"
"494","1387-2532","Autonomous Agents and Multi-Agent Systems","1702","Artificial Intelligence"
"495","0032-2687","Policy Sciences","3303","Development"
"496","0032-2687","Policy Sciences","3312","Sociology and Political Science"
"497","0032-2687","Policy Sciences","3300","Social Sciences (all)"
"498","0032-2687","Policy Sciences","3321","Public Administration"
"499","0032-2687","Policy Sciences","2308","Management, Monitoring, Policy and Law"
"500","0048-3931","Philosophy of the Social Sciences","1211","Philosophy"
"501","0048-3931","Philosophy of the Social Sciences","3301","Social Sciences (miscellaneous)"
"502","0308-5147","Economy and Society","1202","History"
"503","0308-5147","Economy and Society","3300","Social Sciences (all)"
"504","0308-5147","Economy and Society","2002","Economics and Econometrics"
"505","0888-613X","International Journal of Approximate Reasoning","1712","Software"
"506","0888-613X","International Journal of Approximate Reasoning","2614","Theoretical Computer Science"
"507","0888-613X","International Journal of Approximate Reasoning","1702","Artificial Intelligence"
"508","0888-613X","International Journal of Approximate Reasoning","2604","Applied Mathematics"
"509","1474-7731","Globalizations","3305","Geography, Planning and Development"
"510","1474-7731","Globalizations","3312","Sociology and Political Science"
"511","1474-7731","Globalizations","3321","Public Administration"
"512","1474-7731","Globalizations","2000","Economics, Econometrics and Finance (all)"
"513","1474-7731","Globalizations","2308","Management, Monitoring, Policy and Law"
"514","1932-0205","Asian Journal of Comparative Law","3308","Law"
"515","0034-4893","Representation","3312","Sociology and Political Science"
"516","0963-9306",NA,NA,NA
"517","0964-9069","Journal of Social Welfare and Family Law","3312","Sociology and Political Science"
"518","0964-9069","Journal of Social Welfare and Family Law","3308","Law"
"519","1572-8315",NA,NA,NA
"520","2041-4005","Transnational Legal Theory","3308","Law"
"521","0002-7162","Annals of the American Academy of Political and Social Science","3312","Sociology and Political Science"
"522","0002-7162","Annals of the American Academy of Political and Social Science","3300","Social Sciences (all)"
"523","0021-9886","Journal of Common Market Studies","1403","Business and International Management"
"524","0021-9886","Journal of Common Market Studies","1400","Business, Management and Accounting (all)"
"525","0021-9886","Journal of Common Market Studies","2002","Economics and Econometrics"
"526","0021-9886","Journal of Common Market Studies","3320","Political Science and International Relations"
"527","1677-2954",NA,NA,NA
"528","0093-0334","Hastings Center Report","3306","Health (social science)"
"529","0093-0334","Hastings Center Report","2910","Issues, Ethics and Legal Aspects"
"530","0093-0334","Hastings Center Report","1211","Philosophy"
"531","0093-0334","Hastings Center Report","2719","Health Policy"
"532","0167-6768","Netherlands Yearbook of International Law","3308","Law"
"533","0263-3957","Politics","3320","Political Science and International Relations"
"534","0264-8377","Land Use Policy","1107","Forestry"
"535","0264-8377","Land Use Policy","3305","Geography, Planning and Development"
"536","0264-8377","Land Use Policy","2309","Nature and Landscape Conservation"
"537","0264-8377","Land Use Policy","2308","Management, Monitoring, Policy and Law"
"538","0962-6298","Political Geography","3305","Geography, Planning and Development"
"539","0962-6298","Political Geography","1202","History"
"540","0962-6298","Political Geography","3312","Sociology and Political Science"
"541","1477-8785","Theory and Research in Education","3304","Education"
"542","1946-5319","Journal of Legal Analysis","3308","Law"
"543","2214-3807","Perspectives in Pragmatics, Philosophy and Psychology","1203","Language and Linguistics"
"544","2214-3807","Perspectives in Pragmatics, Philosophy and Psychology","1211","Philosophy"
"545","2214-3807","Perspectives in Pragmatics, Philosophy and Psychology","3202","Applied Psychology"
"546","2214-3807","Perspectives in Pragmatics, Philosophy and Psychology","3310","Linguistics and Language"
"547","0191-6599","History of European Ideas","1202","History"
"548","0191-6599","History of European Ideas","1211","Philosophy"
"549","0191-6599","History of European Ideas","3312","Sociology and Political Science"
"550","0192-5121","International Political Science Review","3312","Sociology and Political Science"
"551","0192-5121","International Political Science Review","3320","Political Science and International Relations"
"552","0353-5150","Acta Analytica","1211","Philosophy"
"553","0887-4034","Criminal Justice Policy Review","3308","Law"
"554","1092-311X",NA,NA,NA
"555","1360-0869","International Review of Law, Computers and Technology","1706","Computer Science Applications"
"556","1360-0869","International Review of Law, Computers and Technology","3308","Law"
"557","2052-9015","Asian Journal of Law and Society","3312","Sociology and Political Science"
"558","2052-9015","Asian Journal of Law and Society","3308","Law"
"559","2224-3240",NA,NA,NA
"560","0194-6595","International Journal of the Sociology of Law","3312","Sociology and Political Science"
"561","0194-6595","International Journal of the Sociology of Law","3308","Law"
"562","0735-3936","Behavioral Sciences and the Law","3203","Clinical Psychology"
"563","0735-3936","Behavioral Sciences and the Law","2738","Psychiatry and Mental Health"
"564","0735-3936","Behavioral Sciences and the Law","3308","Law"
"565","1094-2939","Annual Review of Political Science","3312","Sociology and Political Science"
"566","1359-1789","Aggression and Violent Behavior","2734","Pathology and Forensic Medicine"
"567","1359-1789","Aggression and Violent Behavior","3203","Clinical Psychology"
"568","1359-1789","Aggression and Violent Behavior","2738","Psychiatry and Mental Health"
"569","0163-8548","Human Studies","3312","Sociology and Political Science"
"570","0163-8548","Human Studies","1211","Philosophy"
"571","1358-2461",NA,NA,NA
"572","0093-8548","Criminal Justice and Behavior","2734","Pathology and Forensic Medicine"
"573","0093-8548","Criminal Justice and Behavior","3200","Psychology (all)"
"574","0093-8548","Criminal Justice and Behavior","3308","Law"
"575","0141-9870","Ethnic and Racial Studies","3316","Cultural Studies"
"576","0141-9870","Ethnic and Racial Studies","3314","Anthropology"
"577","0141-9870","Ethnic and Racial Studies","3312","Sociology and Political Science"
"578","0192-3234","Crime and Justice","3312","Sociology and Political Science"
"579","1053-5357","Journal of Socio-Economics","2002","Economics and Econometrics"
"580","1084-1806","Administrative Theory and Praxis","1403","Business and International Management"
"581","1084-1806","Administrative Theory and Praxis","3312","Sociology and Political Science"
"582","1084-1806","Administrative Theory and Praxis","3321","Public Administration"
