"","X","issn","tilte","code","area","area2"
"341",361,"0013-1857","Educational Philosophy and Theory",1207,"History and Philosophy of Science","Humanities"
"342",362,"0098-261X","Justice System Journal",3308,"Law","Law"
"343",364,"0066-7374","Proceedings of the Aristotelean Society",1211,"Philosophy","Philosophy"
"344",365,"0095-3997","Administration and Society",3312,"Sociology and Political Science","Social sciences"
"345",366,"0095-3997","Administration and Society",3321,"Public Administration","Social sciences"
"346",367,"0095-3997","Administration and Society",1406,"Marketing","Social sciences"
"347",368,"0167-2681","Journal of Economic Behavior and Organization",2002,"Economics and Econometrics","Social sciences"
"348",369,"0167-2681","Journal of Economic Behavior and Organization",1407,"Organizational Behavior and Human Resource Management","Social sciences"
"349",370,"1071-6076","Philosophy, Psychiatry and Psychology",2303,"Ecology","Other"
"350",371,"1071-6076","Philosophy, Psychiatry and Psychology",1211,"Philosophy","Philosophy"
"351",372,"1071-6076","Philosophy, Psychiatry and Psychology",2738,"Psychiatry and Mental Health","Other"
"352",373,"1360-0834","Information and Communications Technology Law",3315,"Communication","Social sciences"
"353",374,"1360-0834","Information and Communications Technology Law",1706,"Computer Science Applications","Other"
"354",375,"1360-0834","Information and Communications Technology Law",3308,"Law","Law"
"355",378,"0048-3915","Philosophy and Public Affairs",3301,"Social Sciences (miscellaneous)","Social sciences"
"356",379,"0048-3915","Philosophy and Public Affairs",3320,"Political Science and International Relations","Social sciences"
"357",380,"0048-3915","Philosophy and Public Affairs",1207,"History and Philosophy of Science","Humanities"
"358",381,"0378-2166","Journal of Pragmatics",1203,"Language and Linguistics","Humanities"
"359",382,"0378-2166","Journal of Pragmatics",3310,"Linguistics and Language","Social sciences"
"360",383,"0378-2166","Journal of Pragmatics",1702,"Artificial Intelligence","Other"
"361",384,"0967-2559","International Journal of Philosophical Studies",1211,"Philosophy","Philosophy"
"362",386,"0018-246X","Historical Journal",1202,"History","Humanities"
"363",387,"0021-8553","Journal of African Law",3308,"Law","Law"
"364",388,"0887-0373","Public Affairs Quarterly",2700,"Medicine (all)","Other"
"365",389,"1477-3708","European Journal of Criminology",3308,"Law","Law"
"366",390,"0556-8641","Philosophical Papers",1211,"Philosophy","Philosophy"
"367",391,"1176-7529","Journal of Bioethical Inquiry",3306,"Health (social science)","Social sciences"
"368",392,"1176-7529","Journal of Bioethical Inquiry",2719,"Health Policy","Other"
"369",394,"1871-0409","Studies in Global Justice",3312,"Sociology and Political Science","Social sciences"
"370",395,"1871-0409","Studies in Global Justice",1211,"Philosophy","Philosophy"
"371",396,"1871-0409","Studies in Global Justice",3320,"Political Science and International Relations","Social sciences"
"372",397,"1871-0409","Studies in Global Justice",3308,"Law","Law"
"373",398,"0306-8293","International Journal of Social Economics",2002,"Economics and Econometrics","Social sciences"
"374",399,"0306-8293","International Journal of Social Economics",3300,"Social Sciences (all)","Social sciences"
"375",400,"2053-4477","Journal of the American Philosophical Association",1211,"Philosophy","Philosophy"
"376",401,"0047-2530","Journal of Legal Studies",3308,"Law","Law"
"377",402,"1094-8392","Rhetoric and Public Affairs",1203,"Language and Linguistics","Humanities"
"378",403,"1094-8392","Rhetoric and Public Affairs",3315,"Communication","Social sciences"
"379",404,"1094-8392","Rhetoric and Public Affairs",3312,"Sociology and Political Science","Social sciences"
"380",405,"1094-8392","Rhetoric and Public Affairs",3310,"Linguistics and Language","Social sciences"
"381",407,"1865-0929","Communications in Computer and Information Science",1700,"Computer Science (all)","Other"
"382",408,"1865-0929","Communications in Computer and Information Science",2600,"Mathematics (all)","Other"
"383",409,"0269-1728","Social Epistemology",1211,"Philosophy","Philosophy"
"384",410,"0269-1728","Social Epistemology",3300,"Social Sciences (all)","Social sciences"
"385",411,"1036-1146","Australian Journal of Political Science",3312,"Sociology and Political Science","Social sciences"
"386",412,"1727-3781","Potchefstroom Electronic Law Journal",3312,"Sociology and Political Science","Social sciences"
"387",413,"1727-3781","Potchefstroom Electronic Law Journal",3308,"Law","Law"
"388",414,"0016-7185","Geoforum",3312,"Sociology and Political Science","Social sciences"
"389",415,"1468-7968","Ethnicities",3316,"Cultural Studies","Social sciences"
"390",416,"1468-7968","Ethnicities",1201,"Arts and Humanities (miscellaneous)","Humanities"
"391",417,"1533-6077","Nous-Supplement: Philosophical Issues",1211,"Philosophy","Philosophy"
"392",418,"1318-3222","Javnost",3315,"Communication","Social sciences"
"393",419,"1748-5983","Regulation and Governance",3312,"Sociology and Political Science","Social sciences"
"394",420,"1748-5983","Regulation and Governance",3321,"Public Administration","Social sciences"
"395",421,"1748-5983","Regulation and Governance",3308,"Law","Law"
"396",422,"1751-133X","Sport, Ethics and Philosophy",3612,"Physical Therapy, Sports Therapy and Rehabilitation","Other"
"397",423,"1751-133X","Sport, Ethics and Philosophy",1211,"Philosophy","Philosophy"
"398",424,"2211-2707","Ethical Economy",1211,"Philosophy","Philosophy"
"399",425,"2211-2707","Ethical Economy",3312,"Sociology and Political Science","Social sciences"
"400",426,"2211-2707","Ethical Economy",2002,"Economics and Econometrics","Social sciences"
"401",427,"0305-7240","Journal of Moral Education",1212,"Religious Studies","Humanities"
"402",428,"0703-6337","Journal of European Integration",3312,"Sociology and Political Science","Social sciences"
"403",429,"0703-6337","Journal of European Integration",3320,"Political Science and International Relations","Social sciences"
"404",430,"0957-4174","Expert Systems with Applications",2200,"Engineering (all)","Other"
"405",431,"0957-4174","Expert Systems with Applications",1706,"Computer Science Applications","Other"
"406",432,"0957-4174","Expert Systems with Applications",1702,"Artificial Intelligence","Other"
"407",433,"1528-8870","Cambridge Yearbook of European Legal Studies",3308,"Law","Law"
"408",435,"1878-5158","Review of Philosophy and Psychology",3205,"Experimental and Cognitive Psychology","Other"
"409",436,"1878-5158","Review of Philosophy and Psychology",1211,"Philosophy","Philosophy"
"410",438,"0305-750X","World Development",3305,"Geography, Planning and Development","Social sciences"
"411",439,"0305-750X","World Development",3303,"Development","Social sciences"
"412",440,"0305-750X","World Development",3312,"Sociology and Political Science","Social sciences"
"413",441,"0305-750X","World Development",2002,"Economics and Econometrics","Social sciences"
"414",442,"0306-9400","Law Teacher",3304,"Education","Social sciences"
"415",443,"0306-9400","Law Teacher",3308,"Law","Law"
"416",444,"0969-5958","International Journal of the Legal Profession",1408,"Strategy and Management","Social sciences"
"417",445,"0969-5958","International Journal of the Legal Profession",3308,"Law","Law"
"418",446,"1740-4681","Journal of Moral Philosophy",1211,"Philosophy","Philosophy"
"419",448,"0069-0058","The Canadian yearbook of international law. Annuaire canadien de droit international",3320,"Political Science and International Relations","Social sciences"
"420",449,"0069-0058","The Canadian yearbook of international law. Annuaire canadien de droit international",3308,"Law","Law"
"421",450,"1205-8629","Critical Criminology",3312,"Sociology and Political Science","Social sciences"
"422",451,"1205-8629","Critical Criminology",3308,"Law","Law"
"423",452,"1351-0347","Democratization",3305,"Geography, Planning and Development","Social sciences"
"424",453,"1351-0347","Democratization",3320,"Political Science and International Relations","Social sciences"
"425",454,"1365-7127","International Journal of Evidence and Proof",3312,"Sociology and Political Science","Social sciences"
"426",455,"1365-7127","International Journal of Evidence and Proof",2308,"Management, Monitoring, Policy and Law","Other"
"427",456,"1365-7127","International Journal of Evidence and Proof",3308,"Law","Law"
"428",457,"1440-9917","Critical Horizons",1211,"Philosophy","Philosophy"
"429",458,"1440-9917","Critical Horizons",3312,"Sociology and Political Science","Social sciences"
"430",459,"1479-2443","Modern Intellectual History",3316,"Cultural Studies","Social sciences"
"431",460,"1479-2443","Modern Intellectual History",1202,"History","Humanities"
"432",461,"1479-2443","Modern Intellectual History",1211,"Philosophy","Philosophy"
"433",462,"1479-2443","Modern Intellectual History",3312,"Sociology and Political Science","Social sciences"
"434",463,"1740-1453","Journal of Empirical Legal Studies",3304,"Education","Social sciences"
"435",464,"1740-1453","Journal of Empirical Legal Studies",3308,"Law","Law"
"436",465,"0022-1031","Journal of Experimental Social Psychology",3207,"Social Psychology","Other"
"437",466,"0022-1031","Journal of Experimental Social Psychology",3312,"Sociology and Political Science","Social sciences"
"438",467,"0364-0213","Cognitive Science",3205,"Experimental and Cognitive Psychology","Other"
"439",468,"0364-0213","Cognitive Science",2805,"Cognitive Neuroscience","Other"
"440",469,"0364-0213","Cognitive Science",1702,"Artificial Intelligence","Other"
"441",470,"1076-8971","Psychology, Public Policy, and Law",3207,"Social Psychology","Other"
"442",471,"1076-8971","Psychology, Public Policy, and Law",3312,"Sociology and Political Science","Social sciences"
"443",472,"1076-8971","Psychology, Public Policy, and Law",3308,"Law","Law"
"444",473,"1384-5748","International Politics",3305,"Geography, Planning and Development","Social sciences"
"445",474,"1384-5748","International Politics",3320,"Political Science and International Relations","Social sciences"
"446",476,"0040-6325","Thomist",1212,"Religious Studies","Humanities"
"447",477,"0040-6325","Thomist",1211,"Philosophy","Philosophy"
"448",478,"0363-6550","Midwest Studies in Philosophy",1211,"Philosophy","Philosophy"
"449",479,"0309-8249","Journal of Philosophy of Education",3304,"Education","Social sciences"
"450",480,"0309-8249","Journal of Philosophy of Education",1202,"History","Humanities"
"451",481,"0309-8249","Journal of Philosophy of Education",1211,"Philosophy","Philosophy"
"452",482,"0955-792X","Journal of Logic and Computation",2614,"Theoretical Computer Science","Other"
"453",483,"0955-792X","Journal of Logic and Computation",1712,"Software","Other"
"454",484,"0955-792X","Journal of Logic and Computation",1201,"Arts and Humanities (miscellaneous)","Humanities"
"455",485,"0955-792X","Journal of Logic and Computation",1708,"Hardware and Architecture","Other"
"456",486,"0955-792X","Journal of Logic and Computation",2609,"Logic","Other"
"457",487,"0956-2737","HEC Forum",3306,"Health (social science)","Social sciences"
"458",488,"0956-2737","HEC Forum",2910,"Issues, Ethics and Legal Aspects","Other"
"459",489,"0956-2737","HEC Forum",2719,"Health Policy","Other"
"460",490,"1045-2354","Critical Perspectives on Accounting",1402,"Accounting","Social sciences"
"461",491,"1045-2354","Critical Perspectives on Accounting",3312,"Sociology and Political Science","Social sciences"
"462",492,"1045-2354","Critical Perspectives on Accounting",2003,"Finance","Social sciences"
"463",493,"1045-2354","Critical Perspectives on Accounting",1802,"Information Systems and Management","Other"
"464",494,"1387-2532","Autonomous Agents and Multi-Agent Systems",1702,"Artificial Intelligence","Other"
"465",495,"0032-2687","Policy Sciences",3303,"Development","Social sciences"
"466",496,"0032-2687","Policy Sciences",3312,"Sociology and Political Science","Social sciences"
"467",497,"0032-2687","Policy Sciences",3300,"Social Sciences (all)","Social sciences"
"468",498,"0032-2687","Policy Sciences",3321,"Public Administration","Social sciences"
"469",499,"0032-2687","Policy Sciences",2308,"Management, Monitoring, Policy and Law","Other"
"470",500,"0048-3931","Philosophy of the Social Sciences",1211,"Philosophy","Philosophy"
"471",501,"0048-3931","Philosophy of the Social Sciences",3301,"Social Sciences (miscellaneous)","Social sciences"
"472",502,"0308-5147","Economy and Society",1202,"History","Humanities"
"473",503,"0308-5147","Economy and Society",3300,"Social Sciences (all)","Social sciences"
"474",504,"0308-5147","Economy and Society",2002,"Economics and Econometrics","Social sciences"
"475",505,"0888-613X","International Journal of Approximate Reasoning",1712,"Software","Other"
"476",506,"0888-613X","International Journal of Approximate Reasoning",2614,"Theoretical Computer Science","Other"
"477",507,"0888-613X","International Journal of Approximate Reasoning",1702,"Artificial Intelligence","Other"
"478",508,"0888-613X","International Journal of Approximate Reasoning",2604,"Applied Mathematics","Other"
